16.92, -25.97
18.03, -24.46
18.99, -23.38
20.05, -23.21
21.04, -23.37
21.97, -23.76
23.03, -24.50
24.02, -24.53
25.06, -24.05
25.89, -23.73
27.00, -23.35
27.89, -22.92
28.87, -22.94
29.93, -22.92
30.89, -23.01
31.98, -22.99
32.92, -22.90
34.00, -23.08
34.96, -23.03
35.90, -22.95
36.93, -23.04
37.89, -23.04
39.03, -22.63
39.94, -22.49
41.03, -22.02
41.96, -21.30
42.95, -20.80
44.06, -20.28
44.99, -19.63
46.03, -19.60
46.97, -19.80
48.03, -21.34
48.94, -23.06
49.77, -24.53
50.86, -25.90
