T,P
81.73762052395838, 0.051543367776228644
82.21304503329176, 0.0828583524811101
85.13350987633959, 0.0334653198646288
84.79392094110148, 0.12551231381507838
88.52939922872079, 0.1810077837197265
88.8689881639589, 0.02346402852597279
93.62323325729258, 0.016987533374330815
93.62323325729258, 0.25006101529895924
99.73583409157874, 0.012636786680017647
99.73583409157874, 0.34698191346160673
106.18802386110303, 0.009401983180268702
106.18802386110303, 0.47825693990158513
112.97980256586541, 0.007330728181103034
112.97980256586541, 0.5858294834796504
119.77158127062782, 0.005715770240686833
119.77158127062782, 0.690813084234256
125.54459316967586, 0.004321440906634502
126.56335997539023, 0.8197913283920307
130.29883826300954, 0.0031049640149217145
133.35513868015263, 0.9636424695614315
133.83056318948599, 8.125248470219723e-7
133.5249331477717, 0.0000012795329870888469
134.7134944211051, 0.0022975679943603848
134.5097410599622, 2.1664331631724134e-7
134.37390548586697, 3.3130309335527823e-7
134.37390548586697, 4.548804571018119e-7
133.69472761539075, 5.678943269657545e-7
134.37390548586697, 0.000001947451298254553
135.39267229158133, 0.000003063532809479928
136.00393237500995, 1.2922313734992433e-7
136.4114390972957, 0.00000519607625164184
137.43020590301006, 8.854553652729236e-8
136.9547813936767, 0.000007962941466177397
137.36228811596243, 0.001590629742366034
137.76979483824817, 0.000012148458674677302
140.146917384915, 1.0818477209329127
138.44897270872443, 0.000019085497204263178
138.78856164396254, 0.0009918320430352713
139.39982172739116, 6.23297189667684e-8
139.2639861532959, 0.000030342297918596306
139.97712291729596, 0.000046548466901929576
140.146917384915, 0.0005909819472744844
140.6563007877722, 0.00006809442034550797
141.57319091291515, 0.00010347567957377703
141.16568419062938, 0.0003554067907711525
144.22198460777247, 4.2338511706356126e-8
141.16568419062938, 0.0001346188484579644
142.52403993158185, 0.00018977994136290904
142.18445099634374, 0.000257829755279279
146.93869608967745, 1.2030569419796402
151.01376331253485, 3.15283196369475e-8
153.7304747944398, 1.3378463323815142
157.80554201729726, 2.3478268344049953e-8
160.5222534992022, 1.4924610273428138
165.616087527774, 1.895560303693413e-8
167.31403220396462, 1.7023027125674657
171.38909942682207, 1.7290708403388008e-8
174.10581090872702, 1.9447283354802947
178.18087813158448, 1.5548651794270203e-8
180.89758961348943, 2.172921653988462
184.97265683634683, 1.3982109175589937e-8
187.68936831825184, 2.4163737923803503
191.76443554110924, 1.2593342032859413e-8
194.4811470230142, 2.6999097209619927
198.55621424587164, 1.1378526538232938e-8
201.2729257277766, 3.0119378723465293
205.34799295063405, 1.031354036150657e-8
208.064704432539, 3.354705627773058
212.13977165539646, 9.679956706523465e-9
214.8564831373014, 3.7246554740670814
218.93155036015887, 9.259752198709933e-9
221.64826184206382, 4.141962438756872
225.72332906492127, 8.900007879623858e-9
228.44004054682622, 4.606024090958344
232.51510776968362, 8.527165650956049e-9
232.51510776968362, 4.891970673223313
239.30688647444603, 8.157003515521114e-9
246.09866517920844, 7.840101333637381e-9
252.89044388397085, 7.511661079004891e-9
259.6822225887332, 7.208396252371509e-9
266.4740012934957, 6.917374996648165e-9
273.26577999825804, 6.627589914975852e-9
280.0575587030204, 6.349944610834778e-9
286.84933740778285, 6.093581227119454e-9
293.6411161125452, 5.8383068008474235e-9
300.43289481730767, 5.593726419715651e-9
306.5454956515938, 5.3339685872442206e-9
318.0915194496898, 5.046123680136731e-9
324.8832981544523, 4.595626376676302e-9
331.67507685921464, 4.205296413685223e-9
338.4668555639771, 3.835939901102984e-9
345.25863426873946, 3.5157019726085104e-9
352.0504129735019, 3.2069134135772523e-9
358.84219167826427, 2.939188857170654e-9
365.6339703830266, 2.681036175573168e-9
372.4257490877891, 2.4533221132420025e-9
379.21752779255144, 2.237843723409817e-9
386.0093064973139, 2.038058179720041e-9
392.80108520207625, 1.6717514558194954e-9
399.5928639068387, 1.2911277128409791e-9
405.70546474112484, 9.97954808963273e-10
410.1201208992204, 7.159779993865284e-10
413.51601025160164, 5.198178297575107e-10
416.09688615941127, 3.4754256424807005e-10
417.5910774744591, 2.3433441673410865e-10
418.4400498125543, 1.6644289988135096e-10
418.94943321541155, 1.1842045960322873e-11
418.94943321541155, 1.6259175925278226e-11
418.94943321541155, 2.2323912831861637e-11
418.94943321541155, 3.065082058370242e-11
418.94943321541155, 4.208369785038117e-11
418.94943321541155, 5.7781083541491724e-11
418.94943321541155, 7.933365616060264e-11
419.11922768303054, 1.1377821819874466e-10
419.11922768303054, 1.1377821819874466e-13

