T,P
51.65004086186096, 0.1057653888411326
51.34441082014666, 0.16458707021064034
52.53297209348008, 0.2268759180360248
53.008396602813434, 0.06389184474445948
54.91009464014692, 0.04244717788242232
55.249683575385035, 0.31773472002099357
56.94762825157562, 0.031243961430368245
58.30598399252813, 0.4692464259200309
59.32475079824246, 0.02233898573696182
63.060229085861806, 0.638179144808116
62.720640150623666, 0.01618441973624667
67.13529630871923, 0.011676911014918304
68.83324098490982, 0.8762224890905471
72.90830820776728, 0.008685633961515317
74.945841819196, 1.1471901654982433
79.70008691252968, 0.006708092086456632
81.73762052395838, 1.4573961406187286
86.49186561729206, 0.005172591118283892
88.52939922872079, 1.7515690073749837
93.28364432205447, 0.00399489751706999
95.3211779334832, 2.0951340365096494
100.07542302681688, 0.003085340752235349
102.11295663824558, 2.5340482796749444
106.86720173157926, 0.002379097657903778
108.90473534300799, 3.064911634207977
112.97980256586541, 0.001825813132808098
115.69651404777039, 3.7011157832904638
118.75281446491346, 0.001316976121557772
122.48829275253277, 4.469381070707958
123.50705955824714, 0.0009762353856612009
126.56335997539023, 0.0007054089457288832
126.22377104015212, 4.853354900138538
129.28007145729518, 0.0005158103739434155
130.9780161334858, 0.000009315819352587775
130.43467383710478, 0.00030987224127993987
129.6196603925333, 0.0004281617797628572
130.9780161334858, 0.000015675891304246475
130.9780161334858, 0.000021523060740961133
130.9780161334858, 0.000029551247496441414
130.8082216658667, 0.0000408428246028686
131.11385170758103, 0.00013419278102922393
130.9780161334858, 0.00020007628096472098
131.3176050687239, 0.000059985020573559806
131.3176050687239, 0.00008235967041968404
132.50616634205733, 0.000006368173876773342
135.05308335634322, 0.0000044720934426816765
138.78856164396254, 0.000003324970126674184
142.86362886682, 0.000002434503984241872
146.5991071544393, 0.000001811950269500232
149.9949965068205, 0.0000013535934029808066
153.7304747944398, 9.837814498865137e-7
157.80554201729726, 7.127419347133749e-7
162.22019817539282, 5.128801420666838e-7
167.65362113920273, 3.827741834352894e-7
176.48293345539386, 2.4472168210362135e-7
182.93512322491816, 1.8226957071630408e-7
189.7269019296805, 1.3921728214009e-7
196.51868063444292, 1.070102964248599e-7
203.31045933920532, 8.639669119415106e-8
210.10223804396773, 7.131907119025806e-8
216.89401674873014, 5.9341161363071955e-8
223.68579545349255, 4.921864879210447e-8
230.47757415825495, 4.1212929441892735e-8
237.2693528630173, 3.450939013699415e-8
244.0611315677797, 2.898796985435176e-8
250.85291027254212, 2.4427275780109413e-8
257.64468897730455, 2.0551518255423734e-8
264.4364676820669, 1.7345607091782643e-8
271.22824638682937, 1.4616612689101067e-8
278.0200250915917, 1.2336510498488434e-8
284.81180379635407, 1.0428606606777452e-8
291.60358250111653, 8.773950111634532e-9
298.3953612058789, 7.393539462565863e-9
305.18713991064135, 6.220442369625436e-9
311.9789186154037, 5.2169110096502326e-9
318.77069732016616, 4.361429617152114e-9
325.5624760249285, 3.6462320845007186e-9
332.35425472969087, 3.0338539591514393e-9
339.14603343445333, 2.5123489348459093e-9
345.9378121392157, 2.0771931644726325e-9
352.72959084397814, 1.7338198297272457e-9
359.5213695487405, 1.4610369524519046e-9
366.31314825350296, 1.2272745176208639e-9
373.1049269582653, 1.0325488147081712e-9
379.89670566302766, 8.673434620283367e-10
386.6884843677901, 7.308838131643223e-10
393.4802630725525, 6.149180188595295e-10
400.27204177731494, 5.165325994703425e-10
407.0638204820773, 4.359566728431472e-10
413.85559918683975, 3.667855392947786e-10
420.6473778916021, 3.095692382666576e-10
427.43915659636457, 2.604513867541198e-10
434.2309353011269, 2.1912682681898947e-10
441.02271400588927, 1.8523775213150318e-10
447.81449271065173, 1.5634179563303652e-10
454.6062714154141, 1.3174445044182247e-10
461.39805012017655, 1.1101701980548441e-10
468.1898288249389, 9.399654184641009e-11
474.98160752970136, 7.933365616060264e-11
481.7733862344637, 6.706430403294717e-11
488.56516493922607, 5.678239851401454e-11
495.35694364398853, 4.784879089246353e-11
502.1487223487509, 4.064152513628312e-11
508.94050105351334, 3.4301695761028837e-11
515.7322797582757, 2.913497299486755e-11
522.5240584630382, 2.4629101713956005e-11
529.3158371678005, 2.091932184120202e-11
536.1076158725629, 1.7050978169150077e-11
542.8993945773253, 1.3788251629120227e-11
549.6911732820877, 1.1079385326857782e-11
556.4829519868501, 8.48928990979157e-12
563.2747306916125, 6.281786422595767e-12
568.7081536554224, 4.636045644036751e-12
572.4436319430417, 3.218071536724036e-12
575.839521295423, 2.2634974499259907e-12
577.8770549068516, 1.5025856043030592e-12
578.895821712566, 1.1431344332326816e-12
578.895821712566, 1.1431344332326816e-14
