CH4,H
11.836745860235485, 689.7025604867658
44.71290639101344, 657.134132661964
70.60664876096736, 644.6965542454982
300.85343772470355, 593.2844346951833
466.1767235974329, 576.4961561506661
1878.4927524072991, 527.0458907694992
2905.383482670327, 509.88255186911647
5722.3676593502205, 480.80614203454843
6.579332246575696, 711.1324376199618
