18.99, -25.90
20.05, -25.08
21.01, -24.11
21.95, -23.37
23.06, -23.63
24.02, -23.57
25.06, -23.10
25.89, -23.19
26.98, -22.87
27.91, -22.87
28.87, -22.53
29.96, -22.18
30.92, -22.40
32.01, -22.38
32.94, -22.07
33.98, -22.60
34.96, -22.61
35.90, -22.45
36.96, -22.61
37.92, -22.27
39.01, -21.77
39.94, -21.48
41.03, -20.49
41.96, -20.09
42.95, -20.29
44.01, -21.23
44.97, -22.00
46.03, -22.32
46.94, -23.13
47.82, -24.47
48.81, -25.94
